업종명,업소명,소재지(도로명),소재지전화
일반음식점,왜불러분식,서울특별시 송파구 가락로 138 (송파동),02-413-6140
일반음식점,비에이치씨(BHC) 송파 한양점,"서울특별시 송파구 송파대로36가길 15-22, 1층 (송파동)",02-417-0972
일반음식점,라면프라쟈,서울특별시 송파구 양재대로 1218 (방이동),02-404-4821
일반음식점,오케이(O.K)회센타,서울특별시 송파구 문정로 141 (가락동),02-443-1726
일반음식점,성표식당,서울특별시 송파구 천호대로152길 11-1 (풍납동),02-0477-6759
일반음식점,한맛생고기,"서울특별시 송파구 새말로17길 16, 지상1층 (문정동)",02-404-9019
일반음식점,아궁이왕돌구이,"서울특별시 송파구 백제고분로7길 15-5, 1층 (잠실동)",02-414-3949
일반음식점,신천시골맛집,"서울특별시 송파구 백제고분로7길 39, 지상1층 (잠실동)",02-0420-6444
일반음식점,맥,"서울특별시 송파구 올림픽로10길 8 (잠실동,,4)",02-415-9488
일반음식점,한국피자헛 방이점,"서울특별시 송파구 가락로 278, 1층 (방이동)",02-433-2121
일반음식점,빙고,"서울특별시 송파구 마천로26길 8, 지상1층 (오금동)",
일반음식점,정선,서울특별시 송파구 동남로 226 (가락동),02-443-2556
일반음식점,고궁,서울특별시 송파구 송파대로36길 43 (송파동),02-0425-5218
일반음식점,원조송파감자탕,"서울특별시 송파구 가락로 147, 지상1층 (송파동)",02-422-4543
일반음식점,이가네식당,서울특별시 송파구 중대로9길 45 (가락동),02-403-6922
일반음식점,가람,"서울특별시 송파구 올림픽로43길 88, 지상1층 (풍납동, 영안실동)",02-3010-2923
일반음식점,청솔식당,"서울특별시 송파구 중대로 60-3, 지하1층 (문정동)",02-449-1950
일반음식점,(양)동촌,서울특별시 송파구 새말로 169 (문정동),
일반음식점,제주흑돈참숯구이,서울특별시 송파구 새말로 146 (문정동),02-400-9777
일반음식점,촌돼지,"서울특별시 송파구 마천로 111, 지상1층 (오금동)",02-401-1410
일반음식점,정담은,"서울특별시 송파구 위례성대로22길 18, 지상1층 (오금동)",02-443-4262
일반음식점,골목식당 포차,"서울특별시 송파구 가락로28길 3-5, 지상1층 (송파동)",02-406-6600
일반음식점,닭누리정,"서울특별시 송파구 중대로20길 28, 지상1층 (가락동)",02-420-1254
일반음식점,랑세,서울특별시 송파구 오금로44길 3 (가락동),
일반음식점,돌구이네,서울특별시 송파구 오금로11길 61 (방이동),02-3431-1998
일반음식점,밤도깨비,서울특별시 송파구 올림픽로32길 22 (방이동),
일반음식점,산골 논두렁,"서울특별시 송파구 오금로11길 50, 1층,2층 (방이동)",02-2203-9492
일반음식점,몬스타 쉐프의 무한곱창,"서울특별시 송파구 올림픽로32길 22-13, 동도빌딩 1층 (방이동)",02-416-1613
일반음식점,삼백집 잠실점,서울특별시 송파구 석촌호수로 240 (석촌동),02-413-4767
일반음식점,우리식당,"서울특별시 송파구 백제고분로46길 35, 1층 (송파동)",02-413-6889
일반음식점,고향식당,서울특별시 송파구 도곡로64길 8 (잠실동),02-0423-0189
일반음식점,LIU(리우),"서울특별시 송파구 삼전로 91, 지상1층 (잠실동)",02-412-4218
일반음식점,죽변항,"서울특별시 송파구 올림픽로32길 32, 지상1층 (방이동)",02-418-5401
일반음식점,도드람식당,"서울특별시 송파구 중대로16길 3, 지상1층 (가락동)",02-403-9329
일반음식점,소문난최고집,"서울특별시 송파구 올림픽로32길 18-23 (방이동,63-5)",02-425-0036
일반음식점,행복한 밥상,서울특별시 송파구 송파대로28길 13 (가락동),02-431-3681
일반음식점,취담,서울특별시 송파구 백제고분로15길 56 (잠실동),02-413-0266
일반음식점,장터,"서울특별시 송파구 백제고분로21길 3, 1층 (삼전동)",02-425-1994
일반음식점,꼴통포장마차,서울특별시 송파구 풍성로 31-1 (풍납동),02-484-2517
일반음식점,모래시계,서울특별시 송파구 문정로4길 10-30 (문정동),02-402-5005
일반음식점,하동식당,서울특별시 송파구 송이로36길 60 (문정동),02-448-2027
일반음식점,김치형 황태회관,"서울특별시 송파구 송파대로30길 41-5, 지상1층 (가락동)",02-448-7828
일반음식점,연과맛 빈대떡,서울특별시 송파구 올림픽로32길 32 (방이동),02-423-3682
일반음식점,랑데뷰호프,서울특별시 송파구 백제고분로21길 24 (삼전동),02-0202-1338
일반음식점,으랏차차,서울특별시 송파구 성내천로41길 6 (마천동),02-443-2990
일반음식점,맛사랑2,서울특별시 송파구 석촌호수로12길 11 (잠실동),02-0422-8571
일반음식점,페리카나치킨,"서울특별시 송파구 올림픽로 399, 지상1층 108-1호 (신천동, 진주상가 )",02-416-2136
일반음식점,그냥 길목,"서울특별시 송파구 오금로 528, 지상1층 (거여동)",02-431-0586
일반음식점,디데이(D-데이),서울특별시 송파구 가락로30길 17 (송파동),02-419-2493
일반음식점,산악호프,"서울특별시 송파구 성내천로 338, 지상1층 (마천동)",02-400-8077
일반음식점,오서방네 무한리필,서울특별시 송파구 새말로8길 23 (문정동),02-430-2700
일반음식점,문정 감자탕,"서울특별시 송파구 새말로 155, 104호 (문정동)",02-3401-1881
일반음식점,커핀그루나루,"서울특별시 송파구 올림픽로12길 8, 지상1,2층 (잠실동)",02-2282-3144
일반음식점,두꺼비,서울특별시 송파구 동남로18길 39 (가락동),02-407-0675
일반음식점,무한지대,"서울특별시 송파구 오금로15길 16, 지상1층 (방이동)",02-2202-7471
일반음식점,간이집,서울특별시 송파구 올림픽로10길 38 (잠실동),02-419-2390
일반음식점,프라자손칼국수,"서울특별시 송파구 동남로18길 40 (가락동, 103.104.118.120호)",02-430-4300
일반음식점,남원식당,서울특별시 송파구 백제고분로18길 25 (잠실동),02-0413-5589
일반음식점,북경원,"서울특별시 송파구 오금로27길 45, 지상1층 (방이동)",02-424-2478
일반음식점,밤도깨비,서울특별시 송파구 풍성로25길 12 (풍납동),02-487-3203
일반음식점,잠실치킨,서울특별시 송파구 올림픽로32길 23 (방이동),02-420-1237
일반음식점,작은세상,서울특별시 송파구 가락로12길 5-8 (석촌동),02-416-8704
일반음식점,디케이치킨(DK CHICKEN),"서울특별시 송파구 송파대로 567 (잠실동,주공아파트상가 1층 104호)",02-423-8141
일반음식점,장지골,서울특별시 송파구 새말로8길 26 (문정동),
일반음식점,고향손칼국수,서울특별시 송파구 송파대로30길 41-11 (가락동),02-448-5885
일반음식점,착한낙지,"서울특별시 송파구 동남로 143, 지상1층 (가락동)",02-431-1107
일반음식점,남원추어탕,서울특별시 송파구 중대로9길 28 (가락동),02-0409-7555
일반음식점,오금점 담소사골 순대,"서울특별시 송파구 오금로36길 14, 1층 (가락동)",02-407-5320
일반음식점,뉴욕야시장 거여역점,서울특별시 송파구 오금로59길 6 (거여동),02-407-5156
일반음식점,장미식당,"서울특별시 송파구 올림픽로 35-124 (신천동, 장미아파트 에이상가 2동1-1,14-1)",02-414-3959
일반음식점,호인족발,"서울특별시 송파구 오금로46길 13, 지상1층 (가락동)",02-408-9377
일반음식점,에레넴,서울특별시 송파구 올림픽로32길 13 (방이동),02-412-7289
일반음식점,라이브 홀리데이,"서울특별시 송파구 석촌호수로 240, 지상3층 (석촌동)",02-2202-3003
일반음식점,준스카이라운지,"서울특별시 송파구 석촌호수로 194 (석촌동,재보 빌딩 (8층))",02-0422-2266
일반음식점,토우지,"서울특별시 송파구 백제고분로7길 32-8, 지상2층 (잠실동)",02-2643-8238
일반음식점,연탄부락,"서울특별시 송파구 백제고분로9길 22, 지상1층 (잠실동)",02-422-6927
일반음식점,홍화,"서울특별시 송파구 동남로 198, 지하1층 (가락동)",02-448-7729
일반음식점,유지안,"서울특별시 송파구 올림픽로35길 94 (신천동,장미C상가 1층 (102, 103, 104))",02-418-7864
일반음식점,하코 스시,"서울특별시 송파구 송이로17길 51, 1층 (가락동)",02-413-0833
일반음식점,동승각,서울특별시 송파구 동남로20길 21 (가락동),02-408-2220
일반음식점,양자강,"서울특별시 송파구 올림픽로 35-77 (신천동, 미성상가2층 12호)",02-413-4600
일반음식점,선궁,"서울특별시 송파구 송이로 171 (가락동,,9)",02-400-1804
일반음식점,일월고기 별관,"서울특별시 송파구 올림픽로32길 32, 지상1층 (방이동)",02-423-7184
일반음식점,진진 가마솥 설렁탕,서울특별시 송파구 거마로 12 (거여동),02-403-3119
일반음식점,돌담아구식당,서울특별시 송파구 거마로3길 10 (거여동),02-0431-0825
일반음식점,서울스낵,서울특별시 송파구 백제고분로45길 23 (송파동),02-202-9945
일반음식점,한잔어때,서울특별시 송파구 양재대로62길 48 (가락동),02-843-4581
일반음식점,전주식당,서울특별시 송파구 바람드리길 37 (풍납동),02-478-5040
일반음식점,소문난 종로 빈대떡,서울특별시 송파구 새말로8길 4 (문정동),02-408-4779
일반음식점,영월칡냉면,서울특별시 송파구 오금로44길 22 (가락동),
일반음식점,나주곰탕,"서울특별시 송파구 백제고분로 271, 지상1,2층 (삼전동)",02-420-3962
일반음식점,목포홍탁,서울특별시 송파구 삼학사로 43 (삼전동),02-424-9416
일반음식점,또래오래(송파석촌점),서울특별시 송파구 가락로11길 25 (석촌동),02-412-8942
일반음식점,종로회집,서울특별시 송파구 거마로22길 39 (마천동),02-400-1683
일반음식점,남원추어탕,서울특별시 송파구 백제고분로41길 41 (송파동),02-202-8305
일반음식점,장강,"서울특별시 송파구 중대로9길 28, 지상1층 (가락동)",02-401-0370
일반음식점,행운식당,서울특별시 송파구 오금로36길 51 (가락동),02-402-3223
일반음식점,삼구닭갈비,서울특별시 송파구 오금로46길 16-1 (가락동),02-406-3165
일반음식점,고기생각,서울특별시 송파구 송이로 22-1 (송파동),02-423-5037
일반음식점,우리강산,"서울특별시 송파구 위례성대로12길 6, 지상1층 (방이동)",02-415-7131
일반음식점,식도원,서울특별시 송파구 양재대로71길 19-15 (방이동),02-0418-7446
일반음식점,태양의집,"서울특별시 송파구 백제고분로 501, 지하1층 118호 (방이동, 청호오피스텔 지하1층)",02-419-7841
일반음식점,노다지 명동 칼국수,"서울특별시 송파구 중대로38길 4, 정송빌딩 1층 (오금동)",02-449-8556
일반음식점,마포서서갈비,"서울특별시 송파구 오금로15길 9, 지상1층 (방이동)",02-419-4752
일반음식점,행운식당,"서울특별시 송파구 마천로 357-1, 지상1층 (마천동)",02-443-0901
일반음식점,더컨벤션 교통회관,"서울특별시 송파구 올림픽로 319, 교통회관 지하1층 (신천동)",02-423-5224
일반음식점,흑산도집,"서울특별시 송파구 백제고분로7길 8-8, 1층 (잠실동)",
일반음식점,마당식당,"서울특별시 송파구 동남로8길 6 (문정동, 청송하이츠빌)",02-404-1315
일반음식점,유천냉면 풍납점,"서울특별시 송파구 풍성로25나길 11, 2층 (풍납동)",02-477-9042
일반음식점,큰손,"서울특별시 송파구 오금로36길 28, 지상1층 (가락동)",02-0402-3093
일반음식점,유한가락마당,"서울특별시 송파구 양재대로 932, 판매동 3층 6-1호 (가락동, 가락시장 가락몰)",02-409-2107
일반음식점,신천 풍천 민물장어,서울특별시 송파구 석촌호수로12길 8 (잠실동),
일반음식점,태백식당,서울특별시 송파구 풍성로 71 (풍납동),02-0479-0033
일반음식점,별을 품은 곱창 석촌점,서울특별시 송파구 백제고분로40길 10 (석촌동),02-423-0406
일반음식점,소문난닭갈비,"서울특별시 송파구 마천로45길 30 (마천동,지상2층)",
일반음식점,소문난곱창,"서울특별시 송파구 거마로22길 33, 지상1층 (마천동)",02-443-2797
일반음식점,옛촌매운갈비찜,서울특별시 송파구 올림픽로32길 24 (방이동),02-412-8899
일반음식점,시골식당,서울특별시 송파구 송이로31길 66 (문정동),02-404-7070
일반음식점,토성식당,서울특별시 송파구 풍성로25길 40 (풍납동),02-0472-7451
일반음식점,충무로 부산복집,서울특별시 송파구 중대로27길 9-1 (오금동),02-404-3227
일반음식점,숯가마식 탄통구이,"서울특별시 송파구 양재대로62길 35-1, 1층 (가락동)",02-454-5231
일반음식점,장터순대국,"서울특별시 송파구 양재대로 932, 지상3층 14-1호 (가락동, 가락시장 판매동)",02-409-2671
일반음식점,마미김밥,"서울특별시 송파구 송이로34길 59 (문정동,1층)",02-407-7278
